age,educational-num,marital-status,race,gender,hours-per-week,income
47,11,Married-civ-spouse,White,Male,50,>50K
23,12,Never-married,White,Male,60,<=50K
42,9,Married-civ-spouse,Black,Male,40,>50K
39,10,Never-married,Asian-Pac-Islander,Male,30,<=50K
55,16,Married-civ-spouse,White,Male,60,>50K
24,14,Married-spouse-absent,Asian-Pac-Islander,Female,10,<=50K
46,13,Married-civ-spouse,White,Male,40,>50K
53,9,Married-civ-spouse,White,Male,40,>50K
44,7,Separated,Black,Female,60,<=50K
40,9,Separated,Black,Female,40,<=50K
48,10,Married-civ-spouse,White,Male,40,>50K
26,11,Separated,White,Female,35,<=50K
22,9,Never-married,White,Female,40,<=50K
35,9,Married-civ-spouse,White,Female,12,<=50K
20,10,Never-married,White,Female,20,<=50K
43,9,Divorced,White,Female,40,<=50K
37,9,Married-civ-spouse,White,Female,25,<=50K
30,9,Married-civ-spouse,Asian-Pac-Islander,Male,40,<=50K
41,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,50,<=50K
38,15,Married-civ-spouse,White,Male,60,>50K
77,5,Married-civ-spouse,Black,Male,40,<=50K
42,9,Married-civ-spouse,White,Male,50,<=50K
20,9,Never-married,Black,Male,40,<=50K
36,13,Divorced,White,Female,40,<=50K
32,11,Never-married,Asian-Pac-Islander,Male,40,<=50K
27,13,Married-civ-spouse,White,Male,40,>50K
25,10,Divorced,White,Male,45,<=50K
40,14,Never-married,White,Male,40,<=50K
18,7,Never-married,White,Male,25,<=50K
49,13,Married-civ-spouse,White,Male,45,>50K
17,7,Never-married,White,Female,16,<=50K
29,9,Never-married,White,Female,40,<=50K
47,15,Married-civ-spouse,Asian-Pac-Islander,Male,55,>50K
24,10,Separated,White,Male,45,<=50K
58,4,Married-civ-spouse,White,Male,24,<=50K
29,9,Never-married,White,Male,40,<=50K
45,10,Married-civ-spouse,White,Female,24,>50K
30,8,Married-civ-spouse,White,Male,50,<=50K
19,10,Never-married,White,Male,20,<=50K
59,6,Married-civ-spouse,White,Male,40,>50K
47,4,Married-spouse-absent,White,Female,30,<=50K
41,10,Married-civ-spouse,Black,Male,40,<=50K
28,12,Never-married,White,Male,40,<=50K
46,12,Married-civ-spouse,White,Male,40,>50K
40,10,Married-civ-spouse,White,Male,60,<=50K
66,6,Divorced,Black,Female,40,<=50K
30,13,Never-married,Black,Male,45,>50K
44,10,Never-married,White,Male,12,<=50K
58,9,Married-civ-spouse,White,Male,60,>50K
21,4,Never-married,White,Male,48,<=50K
59,5,Widowed,Black,Female,40,<=50K
35,10,Married-civ-spouse,White,Male,40,<=50K
45,5,Married-civ-spouse,Black,Male,40,>50K
30,9,Married-civ-spouse,White,Male,40,<=50K
33,9,Never-married,Black,Male,40,<=50K
26,10,Never-married,White,Female,15,<=50K
48,10,Separated,Black,Female,35,<=50K
31,9,Never-married,Asian-Pac-Islander,Female,40,<=50K
36,9,Married-civ-spouse,White,Male,45,<=50K
48,9,Divorced,White,Female,38,<=50K
30,9,Married-civ-spouse,White,Male,40,<=50K
33,9,Married-civ-spouse,White,Male,50,>50K
19,5,Never-married,White,Female,25,<=50K
37,12,Married-civ-spouse,Black,Female,40,>50K
53,13,Married-civ-spouse,White,Male,45,>50K
18,10,Never-married,White,Female,40,<=50K
38,10,Married-civ-spouse,White,Male,50,>50K
34,10,Never-married,White,Male,50,<=50K
45,13,Married-civ-spouse,White,Male,52,>50K
33,11,Married-civ-spouse,White,Male,60,<=50K
35,11,Married-civ-spouse,White,Female,44,<=50K
22,9,Never-married,Black,Male,40,<=50K
35,9,Divorced,White,Female,30,<=50K
45,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,8,<=50K
17,7,Never-married,White,Male,45,<=50K
50,9,Married-civ-spouse,White,Male,45,<=50K
38,13,Married-civ-spouse,White,Male,50,>50K
33,10,Married-civ-spouse,White,Male,50,>50K
46,9,Married-civ-spouse,White,Male,35,<=50K
25,13,Never-married,White,Female,50,<=50K
64,9,Married-civ-spouse,White,Male,40,<=50K
62,10,Married-civ-spouse,White,Male,10,<=50K
32,9,Married-civ-spouse,White,Male,60,>50K
17,7,Never-married,White,Male,20,<=50K
61,9,Married-civ-spouse,White,Male,55,<=50K
40,16,Never-married,Black,Female,40,<=50K
21,9,Never-married,White,Female,40,<=50K
39,13,Married-civ-spouse,White,Male,50,>50K
35,10,Married-civ-spouse,White,Male,45,<=50K
29,11,Married-civ-spouse,White,Male,40,<=50K
27,12,Never-married,Black,Male,40,<=50K
20,12,Never-married,White,Female,40,<=50K
34,10,Married-civ-spouse,White,Female,20,>50K
51,14,Never-married,White,Male,40,<=50K
45,9,Separated,Black,Female,15,<=50K
20,10,Never-married,White,Female,40,<=50K
31,10,Married-civ-spouse,White,Male,40,<=50K
29,9,Never-married,Black,Male,40,<=50K
56,13,Married-civ-spouse,White,Male,30,<=50K
55,10,Divorced,White,Female,12,>50K
26,10,Never-married,White,Male,20,<=50K
46,10,Married-civ-spouse,White,Male,45,>50K
32,9,Married-civ-spouse,White,Male,40,<=50K
28,9,Married-civ-spouse,White,Male,40,<=50K
27,4,Never-married,White,Male,35,<=50K
23,5,Married-spouse-absent,White,Male,40,<=50K
59,6,Married-civ-spouse,White,Male,40,<=50K
26,8,Never-married,Other,Male,48,<=50K
36,6,Never-married,White,Male,40,<=50K
18,9,Never-married,White,Female,15,<=50K
33,5,Divorced,White,Male,70,<=50K
60,11,Married-civ-spouse,White,Female,15,>50K
40,9,Divorced,White,Female,48,<=50K
48,9,Married-civ-spouse,White,Male,43,<=50K
27,6,Married-civ-spouse,White,Male,48,<=50K
19,10,Never-married,White,Male,20,<=50K
38,13,Married-civ-spouse,White,Male,50,>50K
26,10,Divorced,White,Male,43,<=50K
45,11,Married-civ-spouse,White,Male,40,<=50K
20,10,Never-married,White,Female,20,<=50K
32,9,Divorced,White,Male,40,<=50K
22,10,Never-married,White,Female,13,<=50K
22,9,Never-married,White,Male,40,<=50K
38,9,Never-married,Black,Female,38,<=50K
34,9,Married-civ-spouse,White,Male,50,>50K
46,2,Widowed,Other,Female,30,<=50K
39,13,Divorced,White,Female,25,<=50K
79,9,Widowed,White,Female,24,<=50K
60,13,Married-civ-spouse,White,Male,8,>50K
24,9,Never-married,White,Male,40,<=50K
31,10,Married-civ-spouse,White,Male,65,<=50K
37,13,Married-civ-spouse,Asian-Pac-Islander,Male,77,<=50K
23,9,Never-married,White,Male,40,<=50K
31,10,Married-civ-spouse,White,Male,45,<=50K
29,13,Married-civ-spouse,White,Male,40,>50K
22,13,Never-married,White,Female,43,<=50K
69,10,Widowed,White,Female,20,<=50K
55,9,Divorced,White,Female,38,<=50K
43,9,Divorced,White,Male,40,<=50K
23,4,Never-married,Other,Male,36,<=50K
29,9,Never-married,White,Male,35,<=50K
22,11,Never-married,White,Female,40,<=50K
22,10,Never-married,White,Male,42,<=50K
25,9,Married-civ-spouse,White,Male,84,>50K
29,10,Never-married,White,Male,45,<=50K
25,10,Never-married,Black,Male,40,<=50K
33,9,Never-married,White,Female,40,<=50K
33,13,Never-married,White,Male,40,>50K
31,16,Never-married,White,Female,28,<=50K
30,14,Married-civ-spouse,White,Male,45,>50K
55,13,Married-civ-spouse,White,Male,40,<=50K
36,8,Never-married,White,Male,50,<=50K
47,9,Widowed,White,Female,40,<=50K
28,13,Never-married,White,Male,40,>50K
42,14,Married-civ-spouse,White,Male,40,>50K
51,12,Divorced,White,Male,55,<=50K
62,13,Divorced,Black,Female,40,<=50K
65,10,Married-civ-spouse,White,Male,35,>50K
23,13,Married-civ-spouse,White,Male,40,<=50K
60,9,Married-civ-spouse,White,Male,32,<=50K
47,4,Married-civ-spouse,Black,Male,60,>50K
50,9,Divorced,White,Female,40,<=50K
70,13,Married-civ-spouse,White,Male,6,<=50K
32,13,Married-civ-spouse,White,Male,40,<=50K
37,10,Married-civ-spouse,White,Male,40,<=50K
31,9,Never-married,White,Male,40,>50K
76,6,Widowed,Black,Female,12,<=50K
54,13,Divorced,Black,Female,60,<=50K
32,13,Married-civ-spouse,White,Male,40,>50K
31,10,Never-married,White,Female,52,<=50K
31,13,Divorced,White,Male,50,>50K
65,15,Divorced,White,Male,40,<=50K
30,9,Married-civ-spouse,White,Male,60,>50K
63,9,Married-civ-spouse,White,Male,40,<=50K
21,10,Never-married,White,Female,10,<=50K
40,14,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K
26,10,Never-married,White,Female,40,<=50K
18,7,Never-married,White,Female,8,<=50K
34,9,Married-civ-spouse,White,Male,50,<=50K
66,10,Divorced,White,Female,40,>50K
44,10,Never-married,White,Male,60,<=50K
30,12,Never-married,White,Female,40,<=50K
36,13,Never-married,White,Male,40,<=50K
31,10,Married-civ-spouse,White,Male,50,>50K
22,10,Never-married,White,Male,20,<=50K
28,4,Divorced,White,Male,84,<=50K
23,9,Never-married,Asian-Pac-Islander,Male,40,<=50K
49,14,Married-civ-spouse,White,Male,50,>50K
39,13,Separated,White,Male,35,<=50K
67,13,Married-civ-spouse,White,Male,60,>50K
19,10,Never-married,White,Male,16,<=50K
30,12,Married-civ-spouse,White,Male,50,>50K
25,10,Never-married,Asian-Pac-Islander,Female,40,<=50K
24,9,Never-married,Asian-Pac-Islander,Male,30,<=50K
46,9,Married-civ-spouse,White,Male,40,<=50K
37,14,Married-civ-spouse,White,Male,45,<=50K
41,9,Married-civ-spouse,White,Male,40,<=50K
40,10,Married-civ-spouse,White,Male,20,<=50K
44,9,Divorced,White,Female,40,<=50K
32,9,Married-civ-spouse,White,Male,40,<=50K
58,9,Married-civ-spouse,Black,Male,20,>50K
48,9,Married-civ-spouse,White,Male,48,<=50K
34,13,Married-civ-spouse,White,Male,40,<=50K
29,11,Never-married,Black,Female,40,<=50K
46,13,Married-civ-spouse,White,Male,50,>50K
36,9,Never-married,Asian-Pac-Islander,Male,40,<=50K
59,13,Never-married,White,Male,38,<=50K
29,8,Married-civ-spouse,White,Male,40,<=50K
50,14,Never-married,White,Male,40,<=50K
25,9,Married-civ-spouse,White,Male,40,<=50K
27,12,Never-married,Asian-Pac-Islander,Female,35,<=50K
48,9,Married-civ-spouse,White,Male,70,<=50K
51,16,Never-married,White,Female,70,>50K
36,9,Divorced,White,Male,45,>50K
42,7,Divorced,White,Male,50,>50K
49,13,Married-civ-spouse,White,Male,40,>50K
33,10,Never-married,White,Male,20,<=50K
40,13,Divorced,White,Male,60,>50K
26,13,Never-married,White,Female,40,<=50K
69,9,Divorced,White,Female,40,>50K
59,9,Married-civ-spouse,White,Male,30,<=50K
30,9,Never-married,White,Female,40,<=50K
31,12,Married-civ-spouse,White,Female,35,<=50K
30,13,Married-civ-spouse,White,Male,50,>50K
27,13,Never-married,White,Female,40,<=50K
20,10,Never-married,White,Female,16,<=50K
56,12,Divorced,White,Female,40,<=50K
24,9,Married-civ-spouse,White,Male,40,<=50K
47,13,Divorced,White,Female,50,<=50K
51,13,Never-married,Black,Male,35,<=50K
34,9,Married-civ-spouse,White,Male,45,<=50K
47,9,Divorced,Black,Male,9,<=50K
47,10,Married-civ-spouse,White,Male,44,>50K
20,10,Never-married,Asian-Pac-Islander,Female,40,<=50K
34,9,Married-civ-spouse,White,Male,54,>50K
31,7,Divorced,White,Female,40,<=50K
42,11,Divorced,White,Female,32,<=50K
52,3,Married-spouse-absent,White,Male,40,<=50K
56,9,Widowed,White,Female,40,<=50K
53,9,Married-civ-spouse,White,Male,40,>50K
26,10,Married-civ-spouse,White,Male,50,>50K
81,10,Divorced,White,Female,20,<=50K
28,6,Never-married,Black,Female,40,<=50K
57,10,Divorced,White,Male,48,>50K
34,9,Never-married,White,Female,40,<=50K
31,6,Married-civ-spouse,White,Male,40,<=50K
24,11,Never-married,Black,Female,40,<=50K
20,9,Never-married,White,Male,40,<=50K
68,10,Divorced,Black,Female,40,<=50K
60,9,Separated,White,Female,32,<=50K
37,10,Married-civ-spouse,White,Male,40,<=50K
25,4,Never-married,White,Male,40,<=50K
36,9,Married-civ-spouse,White,Male,40,<=50K
45,12,Married-civ-spouse,White,Male,40,<=50K
34,10,Married-civ-spouse,White,Male,60,>50K
31,13,Separated,White,Female,70,<=50K
47,13,Married-civ-spouse,White,Male,60,<=50K
60,9,Married-civ-spouse,White,Male,42,>50K
75,13,Married-civ-spouse,White,Male,24,<=50K
43,10,Married-civ-spouse,White,Male,40,<=50K
18,9,Never-married,White,Male,40,<=50K
25,13,Never-married,Asian-Pac-Islander,Female,40,<=50K
20,9,Never-married,White,Female,40,<=50K
32,9,Never-married,White,Female,50,<=50K
57,13,Married-civ-spouse,White,Male,20,<=50K
43,10,Married-civ-spouse,White,Male,60,>50K
18,9,Never-married,White,Male,40,<=50K
41,13,Separated,Black,Female,40,<=50K
48,9,Never-married,White,Male,40,<=50K
35,9,Married-civ-spouse,White,Male,90,>50K
41,11,Married-civ-spouse,White,Male,40,<=50K
23,9,Never-married,Black,Female,20,<=50K
32,13,Married-civ-spouse,White,Male,45,>50K
33,9,Never-married,White,Male,40,<=50K
58,9,Married-civ-spouse,White,Male,40,<=50K
22,10,Never-married,White,Male,65,<=50K
33,10,Divorced,White,Female,50,<=50K
42,15,Married-civ-spouse,White,Male,38,>50K
25,9,Never-married,White,Female,40,<=50K
39,9,Married-civ-spouse,White,Male,50,>50K
35,13,Married-civ-spouse,White,Male,45,>50K
50,10,Married-civ-spouse,White,Female,38,>50K
49,14,Married-civ-spouse,White,Male,50,>50K
25,13,Never-married,White,Male,40,<=50K
47,10,Divorced,Black,Female,40,<=50K
46,10,Married-civ-spouse,White,Female,40,>50K
42,12,Divorced,Black,Male,40,<=50K
37,7,Never-married,White,Male,60,>50K
25,13,Never-married,White,Male,40,<=50K
29,6,Married-civ-spouse,White,Male,40,<=50K
26,10,Never-married,White,Male,45,<=50K
26,10,Never-married,White,Female,40,<=50K
45,13,Married-civ-spouse,White,Male,40,>50K
34,9,Separated,White,Female,30,<=50K
33,12,Never-married,Black,Female,40,<=50K
43,13,Married-civ-spouse,White,Male,40,>50K
28,9,Married-civ-spouse,White,Male,45,<=50K
51,10,Married-civ-spouse,White,Male,75,<=50K
21,10,Never-married,White,Female,35,<=50K
23,12,Never-married,White,Female,35,<=50K
30,9,Never-married,White,Female,40,<=50K
46,14,Married-civ-spouse,White,Male,45,>50K
38,9,Never-married,White,Male,50,<=50K
20,9,Never-married,White,Male,40,<=50K
36,13,Married-civ-spouse,White,Male,50,>50K
37,15,Married-civ-spouse,White,Male,50,>50K
44,14,Never-married,White,Male,42,<=50K
33,9,Married-civ-spouse,White,Male,40,>50K
45,13,Never-married,White,Male,40,<=50K
47,10,Married-civ-spouse,White,Male,40,<=50K
54,9,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K
17,6,Never-married,White,Male,30,<=50K
43,9,Married-civ-spouse,White,Female,36,>50K
45,13,Widowed,White,Female,50,>50K
37,10,Never-married,White,Female,40,<=50K
44,11,Married-civ-spouse,White,Male,40,>50K
55,14,Widowed,White,Female,50,<=50K
41,9,Married-civ-spouse,White,Male,48,<=50K
23,13,Never-married,White,Female,40,<=50K
38,10,Never-married,Black,Female,40,<=50K
23,13,Never-married,White,Female,40,<=50K
35,9,Married-civ-spouse,White,Male,40,>50K
18,7,Never-married,White,Male,20,<=50K
47,11,Married-civ-spouse,White,Male,40,<=50K
25,10,Never-married,White,Female,8,<=50K
41,9,Married-civ-spouse,White,Male,50,<=50K
23,10,Never-married,Asian-Pac-Islander,Female,24,<=50K
41,9,Married-civ-spouse,White,Female,40,<=50K
26,10,Married-civ-spouse,White,Male,50,<=50K
30,10,Never-married,White,Male,40,<=50K
42,10,Married-civ-spouse,White,Male,40,>50K
35,9,Divorced,White,Female,40,<=50K
28,13,Never-married,White,Male,18,<=50K
29,10,Separated,White,Female,40,<=50K
21,10,Married-spouse-absent,White,Female,15,<=50K
48,14,Divorced,White,Male,40,>50K
44,9,Divorced,White,Male,60,<=50K
34,5,Never-married,White,Male,40,<=50K
19,9,Never-married,White,Female,25,<=50K
32,10,Divorced,White,Male,40,>50K
31,12,Separated,Black,Female,40,<=50K
25,9,Married-civ-spouse,White,Male,40,<=50K
47,9,Married-civ-spouse,Black,Male,40,>50K
46,7,Widowed,White,Female,40,<=50K
18,8,Never-married,White,Male,40,<=50K
31,10,Married-civ-spouse,White,Female,20,<=50K
28,9,Married-civ-spouse,White,Female,40,<=50K
38,9,Married-civ-spouse,White,Male,48,>50K
33,9,Married-civ-spouse,White,Male,40,>50K
17,6,Never-married,White,Female,15,<=50K
41,11,Married-civ-spouse,White,Male,40,>50K
46,10,Married-civ-spouse,White,Male,40,>50K
38,10,Married-civ-spouse,White,Male,44,<=50K
24,13,Never-married,White,Male,60,<=50K
49,9,Married-civ-spouse,White,Male,40,>50K
60,10,Divorced,Amer-Indian-Eskimo,Female,40,<=50K
44,13,Married-civ-spouse,White,Male,60,>50K
63,11,Married-civ-spouse,White,Male,40,>50K
40,9,Married-civ-spouse,White,Male,60,>50K
45,10,Married-civ-spouse,White,Male,50,>50K
49,10,Married-civ-spouse,White,Male,50,>50K
36,9,Divorced,White,Female,40,<=50K
65,9,Married-civ-spouse,White,Male,8,<=50K
41,13,Widowed,White,Male,20,<=50K
25,14,Separated,White,Female,40,<=50K
20,10,Never-married,White,Female,35,<=50K
60,11,Widowed,White,Male,40,<=50K
17,7,Never-married,White,Female,20,<=50K
28,12,Married-civ-spouse,White,Female,16,>50K
31,12,Never-married,Other,Male,50,<=50K
47,14,Never-married,White,Female,35,<=50K
45,10,Married-civ-spouse,White,Male,45,<=50K
51,13,Never-married,White,Male,40,<=50K
23,9,Never-married,Black,Male,40,<=50K
44,14,Married-civ-spouse,White,Female,60,>50K
34,9,Never-married,White,Male,50,<=50K
19,10,Never-married,White,Male,10,<=50K
51,9,Married-civ-spouse,White,Male,40,>50K
46,9,Married-civ-spouse,White,Male,40,<=50K
30,16,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K
37,6,Married-civ-spouse,White,Male,35,<=50K
56,15,Married-civ-spouse,White,Male,45,>50K
29,9,Married-civ-spouse,White,Male,45,<=50K
46,14,Married-civ-spouse,White,Male,50,>50K
55,9,Married-civ-spouse,White,Male,40,<=50K
45,13,Divorced,White,Male,48,>50K
34,9,Married-spouse-absent,White,Male,40,<=50K
45,5,Separated,Black,Male,40,<=50K
41,13,Never-married,White,Male,40,<=50K
22,10,Never-married,White,Male,20,<=50K
34,15,Married-civ-spouse,White,Male,50,>50K
27,9,Never-married,Black,Male,40,<=50K
29,10,Never-married,Black,Male,37,<=50K
19,8,Never-married,White,Female,30,<=50K
47,13,Married-civ-spouse,White,Male,40,<=50K
43,10,Married-civ-spouse,White,Male,50,>50K
52,11,Separated,Black,Female,60,<=50K
33,12,Divorced,White,Male,60,<=50K
29,5,Married-civ-spouse,White,Male,40,<=50K
23,9,Married-civ-spouse,White,Male,40,<=50K
23,10,Never-married,White,Male,40,<=50K
39,13,Married-civ-spouse,White,Male,60,<=50K
43,3,Never-married,White,Female,40,<=50K
31,9,Married-civ-spouse,White,Male,40,>50K
47,9,Married-civ-spouse,White,Male,40,>50K
26,9,Never-married,White,Male,60,<=50K
58,10,Never-married,White,Female,55,<=50K
47,15,Divorced,White,Male,50,>50K
55,13,Never-married,White,Female,38,<=50K
26,9,Married-civ-spouse,White,Female,40,<=50K
28,9,Never-married,White,Female,40,<=50K
36,9,Married-civ-spouse,Black,Male,40,<=50K
40,9,Married-civ-spouse,White,Male,50,<=50K
19,7,Never-married,White,Male,40,<=50K
63,13,Married-civ-spouse,White,Male,40,>50K
42,13,Married-civ-spouse,White,Male,40,<=50K
76,5,Married-civ-spouse,White,Male,13,<=50K
23,11,Never-married,White,Female,40,<=50K
38,3,Never-married,White,Male,40,<=50K
33,14,Never-married,Asian-Pac-Islander,Male,30,<=50K
48,14,Married-civ-spouse,White,Male,40,>50K
56,10,Divorced,White,Male,40,>50K
32,9,Married-civ-spouse,Black,Male,40,<=50K
44,10,Divorced,White,Female,25,<=50K
27,9,Divorced,Black,Female,40,<=50K
33,10,Never-married,White,Male,50,<=50K
22,3,Never-married,White,Male,40,<=50K
18,10,Never-married,White,Female,20,<=50K
44,9,Married-civ-spouse,White,Male,40,<=50K
42,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,60,<=50K
34,10,Never-married,White,Female,40,<=50K
45,9,Married-civ-spouse,White,Male,40,<=50K
57,9,Married-civ-spouse,White,Male,40,<=50K
59,13,Married-civ-spouse,White,Male,40,>50K
33,10,Married-civ-spouse,Black,Female,40,>50K
52,9,Married-civ-spouse,Other,Male,49,<=50K
17,8,Never-married,White,Female,15,<=50K
29,9,Never-married,White,Male,30,<=50K
63,13,Married-civ-spouse,White,Male,30,>50K
20,10,Never-married,White,Male,24,<=50K
42,15,Married-civ-spouse,White,Male,50,>50K
50,9,Married-civ-spouse,White,Male,50,<=50K
55,9,Married-civ-spouse,White,Female,30,<=50K
27,12,Married-civ-spouse,Black,Female,25,<=50K
28,13,Married-civ-spouse,White,Male,45,<=50K
55,11,Married-civ-spouse,White,Male,45,<=50K
44,10,Married-civ-spouse,White,Male,40,<=50K
53,10,Never-married,White,Female,40,<=50K
23,9,Married-civ-spouse,White,Male,40,<=50K
25,9,Divorced,White,Female,40,<=50K
44,13,Divorced,White,Female,40,<=50K
55,14,Married-civ-spouse,White,Male,40,>50K
48,10,Married-civ-spouse,White,Male,35,>50K
46,9,Married-civ-spouse,White,Male,40,<=50K
26,10,Never-married,White,Male,40,<=50K
30,4,Separated,White,Male,45,<=50K
32,14,Married-civ-spouse,White,Male,40,>50K
52,9,Married-civ-spouse,White,Male,48,<=50K
52,9,Married-civ-spouse,White,Male,50,>50K
39,9,Separated,White,Female,47,<=50K
57,13,Married-civ-spouse,White,Male,40,>50K
21,9,Never-married,White,Male,40,<=50K
22,10,Never-married,White,Male,10,<=50K
26,10,Married-civ-spouse,White,Male,40,<=50K
26,10,Married-civ-spouse,White,Male,40,<=50K
44,11,Married-civ-spouse,Black,Male,40,>50K
42,10,Divorced,White,Female,30,<=50K
40,10,Married-civ-spouse,White,Male,43,<=50K
22,7,Never-married,White,Male,45,<=50K
62,9,Married-civ-spouse,White,Male,45,>50K
44,10,Married-civ-spouse,White,Male,40,<=50K
18,10,Never-married,White,Female,40,<=50K
33,2,Married-spouse-absent,White,Male,40,<=50K
45,9,Married-civ-spouse,White,Male,50,<=50K
18,7,Married-civ-spouse,White,Male,40,<=50K
32,10,Never-married,White,Male,40,<=50K
33,16,Never-married,White,Female,60,>50K
20,10,Never-married,White,Male,15,<=50K
68,9,Married-civ-spouse,White,Male,20,<=50K
61,4,Married-civ-spouse,White,Male,50,>50K
48,16,Married-civ-spouse,White,Male,40,>50K
45,9,Married-civ-spouse,White,Male,40,<=50K
36,9,Married-civ-spouse,White,Female,40,>50K
32,9,Never-married,Black,Female,32,<=50K
35,13,Divorced,White,Female,40,<=50K
39,9,Married-civ-spouse,White,Male,40,<=50K
53,4,Married-civ-spouse,White,Male,40,<=50K
30,10,Separated,Black,Female,16,<=50K
37,9,Never-married,Asian-Pac-Islander,Male,40,<=50K
40,13,Divorced,White,Male,45,<=50K
25,10,Never-married,Black,Female,40,<=50K
41,9,Never-married,Black,Female,60,<=50K
52,9,Married-civ-spouse,White,Male,98,>50K
33,9,Married-civ-spouse,White,Male,40,<=50K
28,9,Never-married,White,Male,40,<=50K
25,9,Married-civ-spouse,White,Male,40,>50K
53,10,Married-civ-spouse,White,Male,55,<=50K
44,2,Never-married,White,Male,10,<=50K
35,9,Divorced,White,Female,40,<=50K
38,10,Divorced,White,Male,58,<=50K
34,9,Married-civ-spouse,White,Male,40,<=50K
33,9,Divorced,White,Female,40,<=50K
24,10,Married-civ-spouse,White,Female,45,<=50K
65,9,Widowed,Black,Female,25,<=50K
29,12,Married-civ-spouse,White,Male,60,<=50K
39,15,Married-civ-spouse,White,Male,65,>50K
46,10,Married-civ-spouse,White,Male,40,>50K
37,4,Married-civ-spouse,White,Male,60,<=50K
47,14,Married-civ-spouse,White,Male,47,>50K
62,10,Married-civ-spouse,White,Male,40,<=50K
54,9,Married-civ-spouse,White,Male,60,<=50K
90,10,Never-married,Asian-Pac-Islander,Male,35,<=50K
33,12,Married-spouse-absent,White,Male,20,<=50K
57,10,Married-civ-spouse,White,Male,45,<=50K
25,12,Never-married,White,Male,40,<=50K
44,10,Married-civ-spouse,White,Male,50,>50K
52,13,Married-spouse-absent,White,Male,50,<=50K
21,10,Never-married,White,Male,40,<=50K
31,9,Never-married,Black,Male,18,<=50K
39,14,Married-civ-spouse,White,Male,40,<=50K
59,9,Widowed,White,Female,40,<=50K
29,9,Married-civ-spouse,White,Male,55,<=50K
49,4,Never-married,Black,Male,45,<=50K
34,5,Married-civ-spouse,White,Male,40,<=50K
22,13,Never-married,White,Male,40,<=50K
32,13,Married-civ-spouse,Other,Male,40,<=50K
39,9,Divorced,Black,Female,40,<=50K
46,14,Married-civ-spouse,White,Male,60,<=50K
50,9,Married-civ-spouse,White,Male,40,>50K
34,9,Never-married,White,Male,40,<=50K
28,14,Married-civ-spouse,White,Female,55,<=50K
18,8,Never-married,White,Female,24,<=50K
20,9,Never-married,White,Male,30,<=50K
20,9,Never-married,White,Female,40,<=50K
55,11,Widowed,Amer-Indian-Eskimo,Female,38,<=50K
22,10,Never-married,Black,Female,40,<=50K
60,14,Married-civ-spouse,White,Male,40,<=50K
40,6,Divorced,White,Male,50,<=50K
47,10,Married-civ-spouse,White,Female,30,<=50K
23,13,Never-married,White,Female,35,<=50K
57,9,Widowed,White,Female,40,<=50K
52,7,Married-civ-spouse,White,Male,40,<=50K
42,4,Widowed,White,Male,40,<=50K
25,12,Never-married,White,Male,20,<=50K
49,9,Married-civ-spouse,White,Female,40,>50K
41,10,Never-married,White,Male,40,<=50K
40,11,Married-civ-spouse,Black,Male,30,<=50K
38,13,Married-civ-spouse,White,Male,55,>50K
58,9,Never-married,White,Male,40,<=50K
26,13,Never-married,Black,Female,35,<=50K
57,6,Divorced,White,Female,70,<=50K
28,9,Married-civ-spouse,White,Male,60,<=50K
42,9,Separated,White,Female,40,<=50K
28,10,Never-married,White,Male,55,<=50K
17,5,Never-married,Black,Male,40,<=50K
39,5,Married-civ-spouse,White,Male,40,<=50K
28,9,Married-civ-spouse,Black,Male,40,<=50K
42,9,Married-civ-spouse,White,Male,48,>50K
51,10,Divorced,White,Female,50,<=50K
27,10,Never-married,White,Female,39,<=50K
41,9,Divorced,White,Female,43,<=50K
28,13,Married-civ-spouse,White,Male,40,<=50K
54,10,Divorced,White,Female,30,>50K
73,9,Widowed,White,Female,8,<=50K
49,9,Married-civ-spouse,White,Female,30,<=50K
47,14,Married-civ-spouse,White,Male,40,>50K
27,10,Married-civ-spouse,White,Male,49,<=50K
42,13,Married-civ-spouse,White,Female,45,>50K
32,9,Married-civ-spouse,Black,Female,40,<=50K
32,9,Married-civ-spouse,White,Male,41,<=50K
27,14,Never-married,White,Male,40,<=50K
29,9,Married-civ-spouse,White,Male,40,>50K
22,11,Never-married,White,Male,30,<=50K
41,9,Married-civ-spouse,White,Male,40,>50K
49,10,Married-civ-spouse,White,Male,40,>50K
58,9,Married-civ-spouse,White,Male,50,<=50K
41,9,Married-civ-spouse,White,Male,40,>50K
26,5,Married-civ-spouse,White,Male,35,<=50K
21,9,Never-married,White,Male,55,<=50K
32,9,Married-civ-spouse,White,Female,2,>50K
37,13,Married-civ-spouse,White,Male,50,>50K
23,13,Never-married,White,Male,20,<=50K
42,10,Married-civ-spouse,White,Male,40,>50K
25,9,Married-civ-spouse,White,Male,26,>50K
67,10,Divorced,White,Female,40,<=50K
41,9,Divorced,Black,Female,38,<=50K
49,14,Married-civ-spouse,White,Female,50,>50K
36,13,Divorced,White,Female,45,<=50K
